gene_id	baseMean	log2FoldChange	lfcSE	lfc_MAP	lfcSE_MAP	stat	pvalue	padj	weight	Plasmid	old_locus_tag	gene_biotype	Gene	synonym	product	product_kegg	note	other	protein_id	inference_coordinates	exon_number	threshold	genelabels
ROD_RS02515	350.984739629311	-0.210270006810186	0.149410239460556	-0.114959172156622	0.125305275413405	-1.40733330974747	0.159328576495653	0.720876121275181	1.23838514528629	NC_013716.1	ROD_05001	protein_coding	NA	NA	SgrR family transcriptional regulator	putative substrate-binding protein	NA	NA	WP_012904853.1	similar to AA sequence:RefSeq:WP_001238150.1	1	Not Significant	
ROD_RS07270	548.836710794282	0.18212608827996	0.129220669630586	0.111972079849852	0.112015058465384	1.40941916491084	0.158711260393939	0.720876121275181	1.23493423677185	NC_013716.1	ROD_14561	protein_coding	rstA	NA	two-component system response regulator RstA	two-component response regulator	NA	NA	WP_012905717.1	similar to AA sequence:RefSeq:WP_003028952.1	1	Not Significant	
ROD_RS15915	483.998199427045	0.196738485464292	0.139709315904531	0.113767292577772	0.11918509173597	1.40819876033701	0.159072223250465	0.720876121275181	1.23838514528629	NC_013716.1	ROD_32261	protein_coding	queG	NA	tRNA epoxyqueuosine(34) reductase QueG	putative 4Fe-4S binding protein	NA	NA	WP_012907317.1	similar to AA sequence:RefSeq:NP_418587.1	1	Not Significant	
ROD_RS07540	134.773287755002	-0.333771955450083	0.237037060043411	-0.104242124186637	0.157848505077288	-1.40810030038744	0.159101372115012	0.721020320389839	1.23493423677185	NC_013716.1	ROD_15121	protein_coding	NA	NA	anion permease	possible membrane transport protein	NA	NA	WP_012905773.1	similar to AA sequence:RefSeq:WP_000177666.1	1	Not Significant	
ROD_RS15125	13467.5235548426	0.0944034602063974	0.0674943677906416	0.0766726486718104	0.0630528921234381	1.39868648742995	0.161907018050375	0.721386109602206	1.25461538461538	NC_013716.1	ROD_30741	protein_coding	mutS	NA	DNA mismatch repair protein MutS	DNA mismatch repair protein	NA	NA	WP_012907191.1	similar to AA sequence:RefSeq:NP_311616.1	1	Not Significant	
ROD_RS11815	426.258667909046	0.196907059971335	0.144536061320283	0.109687916995879	0.120941399833503	1.36233863142985	0.173091041278001	0.721583668384196	1.33935742971888	NC_013716.1	ROD_23891	protein_coding	NA	NA	RpoE-regulated lipoprotein	putative lipoprotein	NA	NA	WP_012906576.1	similar to AA sequence:RefSeq:NP_416927.1	1	Not Significant	
ROD_RS00985	336.552464392706	-0.220578878773316	0.157209247855956	-0.114423566853287	0.129694168859576	-1.40309098721357	0.160589708424352	0.722142833690995	1.23838514528629	NC_013716.1	ROD_01951	protein_coding	NA	NA	VOC family protein	conserved hypothetical protein	NA	NA	WP_024132475.1	similar to AA sequence:RefSeq:NP_459240.1	1	Not Significant	
ROD_RS19335	604.095100394821	0.169238187697124	0.120656656914108	0.108855075436977	0.105657354375532	1.402642771858	0.160723390543417	0.722142833690995	1.23838514528629	NC_013716.1	ROD_39061	protein_coding	trkH	NA	Trk system potassium transporter TrkH	trk system potassium uptake protein	NA	NA	WP_012907886.1	similar to AA sequence:RefSeq:WP_004146450.1	1	Not Significant	
ROD_RS22540	322.096247616893	-0.218699322925375	0.155781394870878	-0.114796287185449	0.128956985623325	-1.40388602314575	0.160352792342801	0.722142833690995	1.23838514528629	NC_013716.1	ROD_45621	protein_coding	msrP	NA	protein-methionine-sulfoxide reductase catalytic subunit MsrP	putative oxidoreductase	NA	NA	WP_012908464.1	similar to AA sequence:RefSeq:NP_310736.1	1	Not Significant	
ROD_RS02350	562.039123019098	-0.172033096922618	0.123733684943953	-0.108545502554342	0.107636996003182	-1.39034974187137	0.16442269999164	0.726018234790272	1.25461538461538	NC_013716.1	ROD_04681	protein_coding	NA	NA	aldo/keto reductase	putative aldo/keto reductase	NA	NA	WP_012904821.1	similar to AA sequence:RefSeq:NP_414953.2	1	Not Significant	
ROD_RS06505	357.071136109602	-0.215619628953386	0.154315207365515	-0.113612639474964	0.127780328058424	-1.39726753204993	0.162333135537464	0.726018234790272	1.23838514528629	NC_013716.1	ROD_13021	protein_coding	NA	NA	sulfurtransferase	putative thiosulfate sulfurtransferase	NA	NA	WP_012905573.1	similar to AA sequence:RefSeq:NP_416271.4	1	Not Significant	
ROD_RS25060	1293.27697480499	0.119380237974555	0.0961195064208949	0.0870501150841787	0.0855446388710091	1.24199803369573	0.214237287532593	0.726018234790272	1.6354658006942	NC_013717.1	ROD_p1021	protein_coding	repA1	repA	incFII family plasmid replication initiator RepA	plasmid replication initiation protein RepA1	NA	NA	WP_024133127.1	similar to AA sequence:RefSeq:NP_052675.1	1	Not Significant	
ROD_RS25090	21589.9924143992	-0.0838451574729731	0.0674642625937173	-0.0693755658713282	0.0627037317180817	-1.24280847739943	0.213938417854974	0.726018234790272	1.6354658006942	NC_013717.1	ROD_p1121	protein_coding	NA	NA	AIDA repeat-containing protein	putative autotransporter adhesin	NA	NA	WP_012908908.1	similar to AA sequence:RefSeq:WP_012908908.1	1	Not Significant	
ROD_RS19730	1400.73687044075	-0.129931312452998	0.0934660536134992	-0.0956895111766882	0.0845682510582984	-1.39014441532206	0.164485028368815	0.727024953393997	1.25162337662338	NC_013716.1	ROD_39831	protein_coding	hdfR	NA	HTH-type transcriptional regulator HdfR	LysR-family transcriptional regulator (H-NS-dependent flhD regulator)	NA	NA	WP_012907957.1	similar to AA sequence:RefSeq:WP_016506474.1	1	Not Significant	
ROD_RS24230	179.397413516329	0.28756699276014	0.20590216149019	0.110016618875665	0.150735054100975	1.39661959194071	0.16252799552233	0.72724719504529	1.23493423677185	NC_013716.1	ROD_49211	protein_coding	NA	NA	hypothetical protein	hypothetical protein	NA	NA	WP_012908766.1	ab initio prediction:GeneMarkS-2+	1	Not Significant	
ROD_RS22530	4326.95300713727	-0.0982681749570576	0.0727671118439372	-0.0801341201294492	0.0674528234207522	-1.35044764684095	0.176872436078647	0.728491241741506	1.33935742971888	NC_013716.1	ROD_45591	protein_coding	accB	NA	acetyl-CoA carboxylase biotin carboxyl carrier protein	biotin carboxyl carrier protein of acetyl-CoA carboxylase	NA	NA	WP_010436174.1	similar to AA sequence:RefSeq:NP_312154.1	1	Not Significant	
ROD_RS22995	163.902809734143	-0.308797037968138	0.221446192214431	-0.106239161304352	0.154288643756287	-1.39445630055867	0.163179856869294	0.728491241741506	1.23493423677185	NC_013716.1	ROD_46531	protein_coding	cfcH	tadA	Flp pilus assembly complex ATPase component TadA	putative Type IV pilus biogenesis protein CfcH	NA	NA	WP_012908545.1	similar to AA sequence:RefSeq:WP_015962857.1	1	Not Significant	
ROD_RS16850	224.167685624642	-0.244482604124162	0.181366450936025	-0.107798429427361	0.139169416526209	-1.3480034640497	0.177657268454605	0.729398321372663	1.33935742971888	NC_013716.1	ROD_34211	protein_coding	cts2C	tssF	type VI secretion system baseplate subunit TssF	T6SS protein Cts2C	NA	NA	WP_012907482.1	similar to AA sequence:RefSeq:WP_000342708.1	1	Not Significant	
ROD_RS19490	4051.69392984305	0.100500229598965	0.0745806685587938	0.0812594757939847	0.0689594410178962	1.34753725785842	0.177807262288913	0.729398321372663	1.33935742971888	NC_013716.1	ROD_39381	protein_coding	uvrD	mutU, recL	DNA helicase II	DNA helicase II	NA	NA	WP_012907916.1	similar to AA sequence:RefSeq:NP_462836.1	1	Not Significant	
ROD_RS26360	123.24133021539	0.331249101981608	0.245643157416565	0.0967764748973578	0.155214784405456	1.34849716745772	0.17749853059706	0.729398321372663	1.33935742971888	NC_013716.1	ROD_26061	protein_coding	NA	NA	hypothetical protein	hypothetical prophage protein	NA	NA	WP_012906781.1	similar to AA sequence:RefSeq:WP_006120139.1	1	Not Significant	
ROD_RS01755	157.008649593923	0.302762316041662	0.219178369811437	0.10628202150834	0.153444040827163	1.38135125424162	0.167170986071922	0.730053059929357	1.25461538461538	NC_013716.1	ROD_03461	protein_coding	aatA	NA	TolC family protein	AatA, outer membrane protein	NA	NA	WP_231851615.1	similar to AA sequence:RefSeq:WP_005160639.1	1	Not Significant	
ROD_RS12735	317.632940130569	0.21652727676734	0.156682552131284	0.1127388059426	0.128750590711067	1.38194887574918	0.166987399225527	0.730053059929357	1.25162337662338	NC_013716.1	ROD_25751	protein_coding	NA	NA	DinI family protein	putative prophage damage-inducible protein	NA	NA	WP_012906749.1	similar to AA sequence:RefSeq:WP_001217536.1	1	Not Significant	
ROD_RS13260	2234.69042746855	0.116131225579719	0.0863956355027374	0.0890267993082338	0.0786563368254083	1.34417930841008	0.178890411001333	0.730053059929357	1.33935742971888	NC_013716.1	ROD_26861	protein_coding	nuoF	NA	NADH-quinone oxidoreductase subunit NuoF	NADH-quinone oxidoreductase subunit F	NA	NA	WP_012906848.1	similar to AA sequence:RefSeq:NP_311195.1	1	Not Significant	
ROD_RS14605	494.074048894032	-0.190434469419863	0.137985258456679	-0.110254046652915	0.117164513812793	-1.38010735023299	0.167553594509338	0.730053059929357	1.25461538461538	NC_013716.1	ROD_29581	protein_coding	NA	NA	GA module-containing protein	large repetitive protein	NA	NA	WP_081442316.1	protein motif:HMM:NF013622.2	1	Not Significant	
ROD_RS22270	5015.16747028577	0.0989379840420849	0.0716388206349882	0.0817668022330377	0.0666346491184519	1.38106662233024	0.167258477112203	0.730053059929357	1.25162337662338	NC_013716.1	ROD_45161	protein_coding	rpsH	NA	30S ribosomal protein S8	30S ribosomal subunit protein S8	NA	NA	WP_012908428.1	similar to AA sequence:RefSeq:WP_011148781.1	1	Not Significant	
ROD_RS25190	1519.60592221141	-0.113437568719488	0.0923363929703423	-0.0836541733110589	0.0825112496842125	-1.22852501673878	0.219249944203506	0.731552166905998	1.6354658006942	NC_013717.1	ROD_p1411	protein_coding	NA	NA	autotransporter outer membrane beta-barrel domain-containing protein	putative serine protease autotransporter	NA	NA	WP_012908933.1	similar to AA sequence:RefSeq:NP_708747.3	1	Not Significant	
ROD_RS07110	143.194967632149	-0.316480782876345	0.228645764123994	-0.104224570275044	0.155245321524155	-1.38415327346593	0.16631152750133	0.732018027438404	1.23838514528629	NC_013716.1	ROD_14241	protein_coding	NA	NA	HlyD family secretion protein	HlyD-family secretion protein	NA	NA	WP_012905685.1	similar to AA sequence:RefSeq:NP_416161.4	1	Not Significant	
ROD_RS12210	2558.92195477977	0.115338734003768	0.0838716606335803	0.0894479201044361	0.076772451795215	1.37518123681444	0.169075263845042	0.732895501600031	1.25461538461538	NC_013716.1	ROD_24711	protein_coding	hscB	NA	co-chaperone HscB	co-chaperone protein	NA	NA	WP_012906652.1	similar to AA sequence:RefSeq:NP_311420.1	1	Not Significant	
ROD_RS20285	394.911938297387	-0.200370309042186	0.144738713167779	-0.111608366703408	0.12157322722437	-1.384358784577	0.166248622455964	0.732895501600031	1.23493423677185	NC_013716.1	ROD_41131	protein_coding	nepI	NA	purine ribonucleoside efflux pump NepI	purine ribonucleoside efflux pump NepI	NA	NA	WP_012908061.1	similar to AA sequence:RefSeq:WP_003844471.1	1	Not Significant	
ROD_RS08205	1468.17509747414	-0.113678072563768	0.0928405685313877	-0.0821463995995048	0.0827101808574596	-1.22444395119506	0.220784797830653	0.733347539957719	1.6354658006942	NC_013716.1	ROD_16491	protein_coding	nleC	NA	M85 family metallopeptidase	T3SS effector protein NleC	NA	NA	WP_148222082.1	similar to AA sequence:RefSeq:NP_308874.2	1	Not Significant	
ROD_RS04520	9078.59672274707	-0.0942868934964913	0.0686317403309229	-0.0784776997255648	0.0640474472341572	-1.3738088680524	0.169501027308398	0.733665796252982	1.25162337662338	NC_013716.1	ROD_08931	protein_coding	clpA	NA	ATP-dependent Clp protease ATP-binding subunit ClpA	ATP-dependent Clp protease ATP-binding subunit	NA	NA	WP_012905219.1	similar to AA sequence:RefSeq:NP_459922.1	1	Not Significant	
ROD_RS19290	344.344309111871	-0.210992815040108	0.152976786116724	-0.11134270934436	0.126216416877058	-1.37924727271442	0.167818527374896	0.733665796252982	1.23838514528629	NC_013716.1	ROD_39011	protein_coding	NA	NA	YihD family protein	conserved hypothetical protein	NA	NA	WP_024132978.1	similar to AA sequence:RefSeq:WP_015966571.1	1	Not Significant	
ROD_RS24165	2276.45176915169	0.115993825923219	0.083441203170245	0.0902128618972043	0.0764872566385111	1.39012647848039	0.164490474073456	0.733665796252982	1.21509662524835	NC_013716.1	ROD_49061	protein_coding	deoB	NA	phosphopentomutase	phosphopentomutase	NA	NA	WP_012908754.1	similar to AA sequence:RefSeq:YP_005224992.1	1	Not Significant	
ROD_RS00325	473.467567713548	0.182007276193058	0.132200316418182	0.109357019773241	0.113270199829617	1.37675371076514	0.168588406615067	0.734053307787793	1.23838514528629	NC_013716.1	ROD_00631	protein_coding	rluA	NA	bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	ribosomal large subunit pseudouridine synthase A	NA	NA	WP_012904449.1	similar to AA sequence:RefSeq:NP_414600.1	1	Not Significant	
ROD_RS01485	134.543187560785	-0.331008817660042	0.240203588931945	-0.100358006555753	0.156235451829258	-1.37803443791934	0.1681926557932	0.734053307787793	1.23493423677185	NC_013716.1	ROD_02861	protein_coding	NA	NA	DUF3164 family protein	hypothetical prophage protein	NA	NA	WP_000206136.1	similar to AA sequence:RefSeq:WP_001480090.1	1	Not Significant	
ROD_RS07515	130.320440202597	0.323311642731655	0.234763239983579	0.102029552286543	0.155635047402267	1.3771817204187	0.168456071909739	0.734053307787793	1.23838514528629	NC_013716.1	ROD_15071	protein_coding	marA	NA	MDR efflux pump AcrAB transcriptional activator MarA	multiple antibiotic resistance regulatory protein	NA	NA	WP_012905768.1	similar to AA sequence:RefSeq:WP_000091205.1	1	Not Significant	
ROD_RS21015	13862.0655784337	-0.0852384346098618	0.0698008190125074	-0.0708052944615066	0.0646390230304288	-1.22116668279477	0.222022916119435	0.734053307787793	1.6354658006942	NC_013716.1	ROD_42631	protein_coding	dppA	NA	ABC transporter substrate-binding protein	dipeptide ABC transporter, substrate-binding protein	NA	NA	WP_024133016.1	similar to AA sequence:RefSeq:NP_462532.1	1	Not Significant	
ROD_RS00060	24547.2788009926	-0.194363357205519	0.159668052567053	-0.0987690185499738	0.125709337046774	-1.21729647277996	0.223491435844703	0.734872921843547	1.6354658006942	NC_013716.1	ROD_00101	protein_coding	dnaK	NA	molecular chaperone DnaK	chaperone protein DnaK (heat shock protein 70)	NA	NA	WP_012904395.1	similar to AA sequence:RefSeq:WP_001737966.1	1	Not Significant	
ROD_RS18580	26852.9703444983	0.0773996538203878	0.0635692195105073	0.0653143173559992	0.0593902913584313	1.21756495386253	0.223389339151848	0.734872921843547	1.6354658006942	NC_013716.1	ROD_37681	protein_coding	rplA	NA	50S ribosomal protein L1	50S ribosomal subunit protein L1	NA	NA	WP_012907758.1	similar to AA sequence:RefSeq:NP_312934.1	1	Not Significant	
ROD_RS02310	1550.72800503226	-0.121597638434895	0.0915455134443434	-0.0904107746228544	0.0826057234218785	-1.32827523556162	0.184087197715087	0.736659205925131	1.33935742971888	NC_013716.1	ROD_04601	protein_coding	tsx	NA	nucleoside-specific channel-forming protein Tsx	nucleoside-specific channel-forming protein	NA	NA	WP_012904814.1	similar to AA sequence:RefSeq:YP_005225403.1	1	Not Significant	
ROD_RS02805	1697.7125281724	-0.122054669575381	0.0883183105301748	-0.0925901938276708	0.0804047155570381	-1.38198600995295	0.166975996754141	0.736659205925131	1.21509662524835	NC_013716.1	ROD_05571	protein_coding	ppiB	NA	peptidylprolyl isomerase B	peptidyl-prolyl cis-trans isomerase B	NA	NA	WP_012904905.1	similar to AA sequence:RefSeq:WP_017465360.1	1	Not Significant	
ROD_RS15920	593.296674908635	-0.176957042983463	0.12877985350211	-0.107777612596093	0.110820255174836	-1.37410501853509	0.169409081669378	0.736659205925131	1.23493423677185	NC_013716.1	ROD_32271	protein_coding	nnr	NA	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	putative carbohydrate kinase	NA	NA	WP_012907318.1	similar to AA sequence:RefSeq:NP_463217.1	1	Not Significant	
ROD_RS03000	602.319782674612	0.17451227357451	0.127723996554981	0.107301969811445	0.110048944033785	1.36632330870878	0.171837508178051	0.74052908719084	1.23838514528629	NC_013716.1	ROD_05981	protein_coding	fepG	NA	iron-enterobactin ABC transporter permease	ferric enterobactin transport protein	NA	NA	WP_012904937.1	similar to AA sequence:RefSeq:NP_308655.1	1	Not Significant	
ROD_RS04665	346.076671857929	-0.217528763353781	0.159082430143268	-0.111199731380208	0.129640282819278	-1.36739653246356	0.1715010486325	0.74052908719084	1.23838514528629	NC_013716.1	ROD_09201	protein_coding	NA	NA	DUF2190 family protein	conserved hypothetical prophage protein	NA	NA	WP_012905243.1	similar to AA sequence:RefSeq:WP_016191685.1	1	Not Significant	
ROD_RS07145	5592.78542797877	-0.0897098815871573	0.0741596870848609	-0.0722760405332922	0.0681308717981151	-1.20968527664501	0.22639968162676	0.74052908719084	1.6354658006942	NC_013716.1	ROD_14301	protein_coding	tyrS	NA	tyrosine--tRNA ligase	tyrosyl-tRNA synthetase	NA	NA	WP_012905691.1	similar to AA sequence:RefSeq:NP_460412.1	1	Not Significant	
ROD_RS15870	293.742192518106	-0.217060439336653	0.16408294900624	-0.106813352458015	0.130553671895952	-1.32287017420926	0.185878555503115	0.74052908719084	1.33935742971888	NC_013716.1	ROD_32191	protein_coding	poxA	epmA	elongation factor P--(R)-beta-lysine ligase	putative lysyl-tRNA synthetase	NA	NA	WP_012907310.1	similar to AA sequence:RefSeq:WP_000004771.1	1	Not Significant	
ROD_RS14505	3101.43427687773	0.101439180460289	0.076747072914034	0.081230969696002	0.0706624630933638	1.32173354121158	0.186256895497183	0.741214625474496	1.33935742971888	NC_013716.1	ROD_29321	protein_coding	NA	NA	cyclic diguanylate phosphodiesterase	putative exported protein	NA	NA	WP_231851566.1	similar to AA sequence:RefSeq:WP_000868294.1	1	Not Significant	
ROD_RS05080	1106.84589296396	-0.138412481973869	0.104986066012749	-0.0958181186142037	0.0928714147047631	-1.31838907038445	0.187373437655345	0.742244580520692	1.33935742971888	NC_013716.1	ROD_09951	protein_coding	NA	NA	YcbK family protein	putative exported protein	NA	NA	WP_012905318.1	similar to AA sequence:RefSeq:NP_459971.1	1	Not Significant	
ROD_RS08505	7827.50362338981	-0.0923012327513477	0.0680946327259195	-0.0746268287818768	0.0634182295537393	-1.35548469910778	0.175263180278777	0.742244580520692	1.25162337662338	NC_013716.1	ROD_17131	protein_coding	rnb	NA	exoribonuclease II	exoribonuclease II	NA	NA	WP_012905957.1	similar to AA sequence:RefSeq:NP_460661.1	1	Not Significant	
ROD_RS12010	1501.06994610687	-0.132320043701215	0.0975164003038963	-0.0957921688322079	0.0875825419175769	-1.35690041150881	0.17481285609089	0.742244580520692	1.25162337662338	NC_013716.1	ROD_24281	protein_coding	gcvR	NA	glycine cleavage system transcriptional repressor	glycine cleavage system transcriptional repressor	NA	NA	WP_012906614.1	similar to AA sequence:RefSeq:NP_708318.1	1	Not Significant	
ROD_RS22575	1099.80010979014	0.13349337260901	0.0985012695045558	0.0967231191658256	0.0883583455891081	1.35524519917822	0.175339448373822	0.742244580520692	1.25461538461538	NC_013716.1	ROD_45681	protein_coding	NA	NA	Maf-like protein	Maf-like protein protein	NA	NA	WP_012908469.1	similar to AA sequence:RefSeq:NP_709043.1	1	Not Significant	
ROD_RS24335	3865.60573263364	0.105165400864328	0.0774881980739894	0.0838353066318725	0.0714146960955216	1.35717958964423	0.174724154313726	0.742244580520692	1.25162337662338	NC_013716.1	ROD_49421	protein_coding	prfB	NA	peptide chain release factor 2	peptide chain release factor 2 (RF-2)	programmed frameshift	ribosomal slippage, ribosomal slippage	WP_012908785.1	similar to AA sequence:RefSeq:NP_311790.1	2	Not Significant	
ROD_RS04670	1466.22765593959	-0.127993387167538	0.0945251453905724	-0.0941663610229075	0.0851979887999972	-1.35406707536578	0.175714979189349	0.742522449823142	1.25162337662338	NC_013716.1	ROD_09211	protein_coding	NA	NA	hypothetical protein	conserved hypothetical prophage protein	NA	NA	WP_012905244.1	similar to AA sequence:RefSeq:WP_020803522.1	1	Not Significant	
ROD_RS15390	308.844506019674	0.210141593981789	0.159590294966353	0.106209028229571	0.128034617192571	1.31675672399813	0.187920183095103	0.742522449823142	1.33935742971888	NC_013716.1	ROD_31221	protein_coding	NA	NA	DedA family protein	putative outer membrane protein	NA	NA	WP_012907236.1	similar to AA sequence:RefSeq:NP_417174.1	1	Not Significant	
ROD_RS01870	200.139951542439	-0.264408703976969	0.195516961096348	-0.10653001248291	0.144714755513181	-1.35235686200479	0.17626118226869	0.743197151227145	1.25162337662338	NC_013716.1	ROD_03701	protein_coding	mchF	NA	peptidase domain-containing ABC transporter	putative microcin secretion/processing ATP-binding protein	NA	NA	WP_042622935.1	similar to AA sequence:RefSeq:WP_009093194.1	1	Not Significant	
ROD_RS17445	135.469792308674	0.315151398465386	0.2396499476132	0.0942584403789566	0.152165850076627	1.31504889362232	0.188493470799704	0.743197151227145	1.33935742971888	NC_013716.1	ROD_35411	protein_coding	hybD	NA	HyaD/HybD family hydrogenase maturation endopeptidase	hydrogenase 2 maturation protease	NA	NA	WP_012907587.1	similar to AA sequence:RefSeq:NP_462061.1	1	Not Significant	
ROD_RS05430	7807.72486502328	0.234021864820103	0.173172244416663	0.108364247848709	0.135928067075762	1.35138206245703	0.176573076777073	0.743696783047693	1.25162337662338	NC_013716.1	ROD_10721	protein_coding	NA	NA	iron uptake system protein EfeO	putative exported protein	NA	NA	WP_012905386.1	similar to AA sequence:RefSeq:NP_309291.1	1	Not Significant	
ROD_RS17580	955.886288605613	-0.145505799825935	0.107834373191744	-0.0994352288424026	0.0953469222534064	-1.34934525531304	0.177226095969065	0.745630510743462	1.25162337662338	NC_013716.1	ROD_35681	protein_coding	qseC	NA	two-component system sensor histidine kinase QseC	two-component system sensor kinase	NA	NA	WP_024132939.1	similar to AA sequence:RefSeq:NP_462093.1	1	Not Significant	
ROD_RS05830	310.26349888744	0.219888656739291	0.162625064419976	0.109587655890335	0.130864169933855	1.35212033596146	0.176336822806708	0.750273433143398	1.23493423677185	NC_013716.1	ROD_11621	protein_coding	NA	NA	metal-dependent hydrolase	putative deoxyribonuclease	NA	NA	WP_012905447.1	similar to AA sequence:RefSeq:WP_016158072.1	1	Not Significant	
ROD_RS13875	679.646693939731	0.152652120703956	0.116755661541518	0.0990894214593194	0.101252927076869	1.30744940920637	0.191060126108015	0.750273433143398	1.33935742971888	NC_013716.1	ROD_28141	protein_coding	NA	NA	sensor domain-containing phosphodiesterase	putative signal transduction protein	NA	NA	WP_012906973.1	similar to AA sequence:RefSeq:WP_012131385.1	1	Not Significant	
ROD_RS18520	1175.00200704695	0.131509962697414	0.0968017026851098	0.0964266422902827	0.0870903655293214	1.35855009828916	0.174289197185798	0.752846058102071	1.21509662524835	NC_013716.1	ROD_37561	protein_coding	nudC	NA	NAD(+) diphosphatase	NADH pyrophosphatase	NA	NA	WP_012907748.1	similar to AA sequence:RefSeq:YP_026280.1	1	Not Significant	
ROD_RS25720	429890.240769555	-0.096555525997494	0.0720158577456151	-0.0789198952651204	0.0668337640110026	-1.34075367592734	0.180000440976332	0.75400301706207	1.25162337662338	NC_013716.1	NA	tmRNA	ssrA	NA	NA	NA	NA	NA	NA	NA	NA	Not Significant	
ROD_RS22865	1660.6116249418	-0.12530304379478	0.0936092721146782	-0.0922134613179469	0.0843330680199903	-1.33857513218642	0.180709026222119	0.754344255091053	1.25461538461538	NC_013716.1	ROD_46281	protein_coding	mlaC	NA	phospholipid-binding protein MlaC	putative organic solvent tolerance protein	NA	NA	WP_012908522.1	similar to AA sequence:RefSeq:NP_462220.1	1	Not Significant	
ROD_RS05915	134.859704156671	-0.349157528173384	0.268660272817836	-0.0848238044200493	0.152979545026091	-1.2996247063671	0.193729627633655	0.756706713227281	1.33935742971888	NC_013716.1	ROD_11791	protein_coding	NA	NA	membrane protein	putative exported protein	NA	NA	WP_012905463.1	similar to AA sequence:RefSeq:WP_014171836.1	1	Not Significant	
ROD_RS01715	133.738662603244	-0.323238716044698	0.241151744517972	-0.096297026914057	0.153868545000598	-1.34039551192469	0.180116794074821	0.758452858674087	1.23838514528629	NC_013716.1	ROD_03361	protein_coding	phoE	NA	phosphoporin PhoE	outer membrane pore protein E	NA	NA	WP_012904696.1	similar to AA sequence:RefSeq:NP_308295.1	1	Not Significant	
ROD_RS10740	519.962758178498	0.176363664212951	0.132159792573563	0.105396933314785	0.11234685701519	1.33447291932441	0.18204891621205	0.758452858674087	1.25162337662338	NC_013716.1	ROD_21681	protein_coding	wfaO	NA	glycosyltransferase family 4 protein	glycosyltransferase WfaO	NA	NA	WP_012906371.1	similar to AA sequence:RefSeq:WP_000724380.1	1	Not Significant	
ROD_RS23800	49.1830480627879	-0.66634195307936	0.372094611279843	-0.103232734742818	0.182863003749391	-1.79078635615666	0.0733275855507855	0.758452858674087	0.504615384615385	NC_013716.1	ROD_48261	protein_coding	NA	NA	LysR family transcriptional regulator	putative LysR-family transcriptional regulator	NA	NA	WP_012908686.1	similar to AA sequence:RefSeq:WP_012134237.1	1	Not Significant	
ROD_RS05020	707.938861169863	0.153338116726954	0.115043664761291	0.100658672681828	0.100393977088942	1.33286884632128	0.182574847734895	0.759820788714268	1.25162337662338	NC_013716.1	ROD_09831	protein_coding	lpxK	NA	tetraacyldisaccharide 4'-kinase	tetraacyldisaccharide 4'-kinase (lipid A 4'-kinase)	NA	NA	WP_012905306.1	similar to AA sequence:RefSeq:NP_459960.1	1	Not Significant	
ROD_RS09130	436.956556813602	0.177541138311483	0.137196262853835	0.101773110587099	0.114408328945631	1.29406686901254	0.195642324262591	0.760047004051337	1.33935742971888	NC_013716.1	ROD_18441	protein_coding	fadD	NA	long-chain-fatty-acid--CoA ligase FadD	long-chain-fatty-acid--CoA ligase	NA	NA	WP_012906080.1	similar to AA sequence:RefSeq:WP_005122193.1	1	Not Significant	
ROD_RS21775	4226.4214449268	-0.0966126652258969	0.0746941831936073	-0.0783270292266249	0.0688909833951383	-1.29344295760591	0.195857900830976	0.760062803689425	1.33935742971888	NC_013716.1	ROD_44171	protein_coding	NA	NA	RNA-binding transcriptional accessory protein	putative transcription accessory protein	NA	NA	WP_012908348.1	similar to AA sequence:RefSeq:NP_312276.2	1	Not Significant	
ROD_RS06925	344.609323774173	0.203119479230966	0.152990678489862	0.106849835326965	0.124754499517488	1.32765918313399	0.184290723412592	0.764728731045631	1.23838514528629	NC_013716.1	ROD_13891	protein_coding	NA	NA	ABC transporter substrate-binding protein	putative periplasmic solute-binding protein of ABC transporter	NA	NA	WP_231851617.1	similar to AA sequence:RefSeq:WP_005122843.1	1	Not Significant	
ROD_RS13575	118.904271551777	-0.329970583521677	0.249700966746007	-0.0928770931148575	0.153688076512036	-1.32146297958598	0.186347038520965	0.764728731045631	1.25162337662338	NC_013716.1	ROD_27501	protein_coding	NA	NA	formate/nitrite transporter family protein	putative membrane protein	NA	NA	WP_024132815.1	similar to AA sequence:RefSeq:WP_015963591.1	1	Not Significant	
ROD_RS13915	7190.96684199755	0.0821606118421083	0.0703678453162287	0.0681486739332505	0.0649474218375192	1.1675874324826	0.242973221959898	0.764728731045631	1.6354658006942	NC_013716.1	ROD_28181	protein_coding	gltX	NA	glutamate--tRNA ligase	glutamyl-tRNA synthetase	NA	NA	WP_012906976.1	similar to AA sequence:RefSeq:NP_461354.1	1	Not Significant	
ROD_RS15075	962.782083453074	0.138972198128448	0.103757572922324	0.0968022841500028	0.0921097356566546	1.33939330127245	0.180442669006158	0.764728731045631	1.21509662524835	NC_013716.1	ROD_30641	protein_coding	truD	NA	tRNA pseudouridine(13) synthase TruD	tRNA pseudouridine synthase D	NA	NA	WP_012907181.1	similar to AA sequence:RefSeq:NP_461849.1	1	Not Significant	
