mapping	gene_id	old_locus_tag	gene_name	gene_name_synonym	product	product_kegg	baseMean	log2FoldChange	lfcSE	lfc_MAP	lfcSE_MAP	stat	pvalue	padj	weight	gene_biotype	note
NC_013716.1	ROD_RS01970	ROD_03901	NA	NA	cytochrome ubiquinol oxidase subunit I	putative terminal oxidase subunit I	254.976062893259	-0.95547883173195	0.173103200333322	-0.891085538762664	0.178969481553081	-5.51970633640573	3.39566657331069e-08	1.39307168462042e-06	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS13195	ROD_26731	elaB	NA	stress response protein ElaB	putative membrane protein	621.65468876229	-0.720717773637054	0.130744641274909	-0.673824088048847	0.134923067580567	-5.51240774848769	3.539577270781e-08	1.43298053896991e-06	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS03770	ROD_07411	NA	NA	YbgS-like family protein	putative exported protein	118.286147785169	-1.39606530387118	0.254766569411153	-1.29151459899546	0.264827481169723	-5.47978216725192	4.25849802992686e-08	1.57762611585696e-06	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS13780	ROD_27941	alaC	NA	alanine transaminase	putative aminotransferase	2219.42977834457	-0.462413594254194	0.0844539682552271	-0.435496069525221	0.0862209136777836	-5.47533293943916	4.36689774870215e-08	1.60127645481179e-06	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS09225	ROD_18621	cspC	cspE, gicA, msmC	transcription antiterminator/RNA stability regulator CspE	cold shock-like protein CspC	9318.61354405894	-0.411079946071024	0.0758046491454955	-0.389538858792292	0.0772038829696552	-5.42288567660301	5.864450214229e-08	2.32290982417265e-06	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS09595	ROD_19381	NA	NA	spore coat U domain-containing protein	putative fimbrial subunit	130.730401244418	-1.35416404396076	0.249940457671686	-1.25624819084565	0.260360978262743	-5.41794656445556	6.02874271276387e-08	2.32290982417265e-06	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS08655	ROD_17471	NA	NA	ferritin-like domain-containing protein	conserved hypothetical protein	28.5756615276505	-3.5173773051302	0.606378688471369	-3.29502717096325	0.621767925103937	-5.80062817510493	6.60669509888995e-09	2.3240693543071e-06	0.135465800694204	protein_coding	NA
NC_013716.1	ROD_RS22115	ROD_44851	bfd	NA	bacterioferritin-associated ferredoxin	bacterioferritin-associated ferredoxin	802.333665832962	-0.612367700744386	0.113171390779578	-0.572493209606663	0.116400608593378	-5.41097618864721	6.26821072733197e-08	2.36311911066347e-06	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS08650	ROD_17461	NA	NA	ferritin-like domain-containing protein	conserved hypothetical protein	29.2619280625897	-3.40514806433523	0.612544657588394	-3.16374121981056	0.639181025974503	-5.55902010106723	2.71293455016984e-08	2.52720333610455e-06	0.501623376623377	protein_coding	NA
NC_013716.1	ROD_RS08525	ROD_17171	osmB	NA	osmotically-inducible lipoprotein OsmB	osmotically inducible lipoprotein B	1570.38623729213	-0.47780422576549	0.0893314385738311	-0.447949234981071	0.091352998256605	-5.34866821125456	8.86038026549502e-08	3.27613068619447e-06	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS07865	ROD_15781	NA	NA	TonB-dependent receptor	pseudogene	214.528794189472	-1.0006637522094	0.18785287651486	-0.927490408441905	0.194901787534943	-5.3268481738167	9.9931626084296e-08	3.69891015826963e-06	1.23838514528629	pseudogene	frameshifted
NC_013716.1	ROD_RS09985	ROD_20151	ompT	NA	omptin family outer membrane protease	protease 7 precursor	6039.20779651097	-0.435656645459116	0.0822859048680364	-0.408765868793452	0.0840671976158596	-5.29442613723198	1.19390732653861e-07	4.46138598893502e-06	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS25660	NA	NA	NA	Ig-like domain-containing protein	NA	310.878589594129	0.841117725284587	0.160063201969926	0.779601587901425	0.165907799705126	5.25491002886862	1.48096851496951e-07	5.39428736653042e-06	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS24130	ROD_48991	NA	NA	DUF1328 domain-containing protein	putative membrane protein	62.3351887825086	-2.05224934780356	0.382328518779046	-1.89595243473183	0.401816459805668	-5.36776423154975	7.97186680463161e-08	7.08230087417782e-06	0.501623376623377	protein_coding	NA
NC_013716.1	ROD_RS09385	ROD_18941	pykA	pyk	pyruvate kinase	pyruvate kinase II	6150.05354948526	0.383392989432272	0.0741727882204604	0.360725943572492	0.075488548543937	5.16891704667661	2.35454371405942e-07	8.55628627982439e-06	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS00095	ROD_00161	nhaA	NA	Na+/H+ antiporter NhaA	Na(+)/H(+) antiporter 1	2350.10748027624	0.459633135167948	0.0910038352810233	0.427940295311482	0.0933304900070761	5.05070070671839	4.40192317434331e-07	1.53516487985891e-05	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS21160	ROD_42921	treF	NA	alpha,alpha-trehalase	cytoplasmic trehalase	585.157193114704	-0.615724286807708	0.122404855723919	-0.568887019951567	0.126511187896343	-5.03022762590773	4.8989787695644e-07	1.69716776478829e-05	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS15835	ROD_32121	ecnR	NA	LuxR C-terminal-related transcriptional regulator	transcriptional regulatory protein EntR (Entericidin R)	43.9707759392201	-2.18719177936632	0.421820172158728	-2.01144408379489	0.440338030091335	-5.18512845929828	2.1586602324462e-07	1.83832224635135e-05	0.504615384615385	protein_coding	NA
NC_013716.1	ROD_RS23685	ROD_47981	sstT	NA	serine/threonine transporter SstT	putative transport protein	8511.6351943709	0.337278822178507	0.0680965546005993	0.319380588575616	0.0690422074397363	4.9529498835399	7.30968057425514e-07	1.90368176687123e-05	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS13050	ROD_26401	lifA	NA	DUF3491 domain-containing protein	lymphocyte inhibitory factor A	4495.10811384769	0.360792805782436	0.0739192464267351	0.337239133234848	0.0752022437948304	4.88090481468903	1.0560020564997e-06	2.72605307628068e-05	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS10025	ROD_20231	fliK	NA	flagellar hook length control protein FliK	flagellar hook-length control protein	116.328928823553	1.30232327219546	0.264532784376597	1.18706203330917	0.278471715470913	4.92310726348923	8.51807316142532e-07	2.86979126882046e-05	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS14100	ROD_28541	ygdI	NA	YgdI/YgdR family lipoprotein	putative lipoprotein	87.6135234112109	-1.71479189855326	0.321303384373092	-1.58238652564249	0.338216069706311	-5.33698672953308	9.45039537306295e-08	2.86979126882046e-05	0.135465800694204	protein_coding	NA
NC_013716.1	ROD_RS15480	ROD_31401	NA	NA	rhodanese family protein	putative membrane protein	1003.72583337208	-0.516181743971425	0.104922143775222	-0.477325695685027	0.108137585707531	-4.91966448071493	8.66926907022244e-07	2.86979126882046e-05	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS14645	ROD_29691	r1	NA	SdiA-regulated domain-containing protein	LEE-associated conserved hypothetical protein	800.741945916051	0.536255693979848	0.109402448267571	0.495097969188609	0.112840140936602	4.90167909833518	9.50209648977672e-07	2.89372195535754e-05	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS09885	ROD_19941	NA	NA	hypothetical protein	putative prophage lipoprotein	781.16645345789	0.538790232353328	0.111197035816963	0.496324812229088	0.114824549222527	4.84536506207062	1.26379082390452e-06	3.12537857748019e-05	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS21120	ROD_42831	NA	NA	AsmA family protein	putative outer membrane assembly protein	370.211995926336	-0.729916486514396	0.149398395962379	-0.668162716314902	0.155508197036008	-4.88570497569601	1.03059423015847e-06	3.30254433455219e-05	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS25785	ROD_03391	espS	NA	hypothetical protein	T3SS effector protein EspS	2960.0153701837	0.395196193406114	0.0811296662806815	0.367661550185472	0.0828480878054811	4.87116749671898	1.10940738915403e-06	3.51731234865689e-05	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS01735	ROD_03401	espI	NA	hypothetical protein	T3SS effector protein NleA/EspI	17976.4908547964	0.333541086314113	0.0685195583604125	0.311543230218182	0.0695178193637903	4.86782306096733	1.12834283581341e-06	3.6634164575116e-05	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS22615	ROD_45761	gabD	NA	NAD-dependent succinate-semialdehyde dehydrogenase	succinate-semialdehyde dehydrogenase [NADP+]	204.670013499411	-0.929187273616498	0.193298939000754	-0.84521364648601	0.202551549626684	-4.80699624333103	1.53214868664739e-06	4.74006700692433e-05	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS07255	ROD_14531	fumC	NA	class II fumarate hydratase	fumarate hydratase class II	963.961533256682	-0.505695773738959	0.106785132087817	-0.462181858809726	0.11023177599017	-4.73563841568403	2.18366609524591e-06	6.27762817196575e-05	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS20230	ROD_40911	espT	NA	secretion protein EspT	T3SS effector protein EspT	1378.1412299158	0.44544918708904	0.0942060744234588	0.410642947770875	0.0967738428408854	4.72845503663314	2.26234711718308e-06	6.8880128451251e-05	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS15675	ROD_31861	NA	NA	IS110 family transposase	pseudogene	358.931124851044	0.737637498285202	0.156730214891136	0.670827043662369	0.163923560393508	4.70641540814297	2.52110528711936e-06	7.61539641443931e-05	1.25461538461538	pseudogene	frameshifted
NC_013716.1	ROD_RS14815	ROD_30101	escR	sctR	type III secretion system export apparatus subunit SctR	T3SS structural protein EscR	699.532161483377	0.535926857041288	0.114500922676162	0.490112149441857	0.118504845622807	4.6805461870122	2.86111642416937e-06	8.57493454666679e-05	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS25540	ROD_03611	NA	NA	autotransporter outer membrane beta-barrel domain-containing protein	putative adhesin autotransporter	356.848965764427	-0.735458440957753	0.157965390096474	-0.665960595120614	0.165507531996662	-4.65582011672677	3.22693590247029e-06	9.61928571484846e-05	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS09640	ROD_19481	otsA	NA	alpha,alpha-trehalose-phosphate synthase	alpha,alpha-trehalose-phosphate synthase [UDP-forming]	340.984515298145	-0.749449027359456	0.161010143703523	-0.678635645871224	0.168719127910562	-4.654669638327	3.24500576986477e-06	9.70135169101671e-05	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS08445	ROD_17011	pspD	NA	phage shock protein PspD	phage shock protein D	292.237993121525	0.778876198233653	0.168127800703193	0.704606272922706	0.176331907835323	4.63264370898811	3.61025558737901e-06	0.000105723591037539	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS08680	NA	NA	NA	FepA family TonB-dependent siderophore receptor	NA	1453.41688469583	0.439309121381174	0.096073361978417	0.4011932153033	0.0988985827395746	4.57264232597445	4.81611867331851e-06	0.000140302511217271	1.25162337662338	pseudogene	incomplete
NC_013716.1	ROD_RS27610	ROD_30031	NA	NA	helix-turn-helix domain-containing protein	pseudogene	2743.49270955406	0.37061923204221	0.0817997262409624	0.341569075166081	0.0835632103615854	4.5308126209427	5.87572365771134e-06	0.000169883780523018	1.25162337662338	pseudogene	frameshifted
NC_013716.1	ROD_RS27625	ROD_31811	lifA2	NA	DUF3491 domain-containing protein	LifA-like protein	2460.70828414427	0.360660971268655	0.0802738456627706	0.332382496485019	0.0819108807526863	4.49288268539902	7.02654965929409e-06	0.000188432882678857	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS11630	ROD_23481	ompC	NA	porin OmpC	outer membrane protein C	2418.94477715482	-0.357816708499784	0.0804372022598482	-0.329853419728047	0.0820849977476633	-4.44839823423838	8.65130205615362e-06	0.00024642791513187	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS01975	ROD_03911	cydB	NA	cytochrome d ubiquinol oxidase subunit II	putative terminal oxidase subunit II	123.278258875044	-1.0890667830701	0.2465453614317	-0.968086663144912	0.262142209502797	-4.41730794181584	9.99378024030348e-06	0.000281838725194541	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS20880	ROD_42391	bax	NA	protein bax	putative endo-beta-N-acetylglucosaminidase	1217.25514059682	-0.47468218753813	0.107497007418978	-0.430717665535964	0.111395518029335	-4.41577118224341	1.00650510042584e-05	0.000281838725194541	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS14790	ROD_30061	grlR	NA	negative regulator GrlR	GrlR, global regulator of LEE repressor	518.118449540206	0.586348590728245	0.132777637361988	0.528283469774721	0.138708301170708	4.41601916089	1.00535176693423e-05	0.000281887148212934	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS14820	ROD_30111	NA	NA	hypothetical protein	T3SS component	772.766226130802	0.505403343184788	0.114317186312409	0.457730017508846	0.118637568114596	4.42106177984128	9.82170850468282e-06	0.000281887148212934	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS05735	ROD_11431	flgL	NA	flagellar hook-associated protein FlgL	flagellar hook-associated protein 3	115.891012482933	1.10840236890165	0.251634307309799	0.985441393400724	0.267594136299029	4.40481419545486	1.0587458545792e-05	0.000288056621813906	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS24095	ROD_48901	espJ	NA	EspJ family T3SS effector ADP-ribosyltransferase	T3SS effector protein EspJ	2194.18528283458	0.361036074364763	0.0822202638124842	0.330831284970715	0.0839837039400344	4.39108387183189	1.12787020916929e-05	0.000288056621813906	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS07900	ROD_15861	NA	NA	SrfA family protein	putative virulence effector protein	61.4600550559612	1.60241576955977	0.348782082947547	1.43759460300229	0.369859218752929	4.59431790766831	4.34167057893134e-06	0.000291312369379688	0.501623376623377	protein_coding	NA
NC_013716.1	ROD_RS09965	ROD_20111	amyA	NA	alpha-amylase	cytoplasmic alpha-amylase	581.593480958531	-0.544761326983042	0.123705915756058	-0.491588206313239	0.128815530617687	-4.403680484103	1.06429661213902e-05	0.000291312369379688	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS12115	ROD_24511	prt1	NA	M4 family metallopeptidase	extracellular metalloprotease	584.83292568182	-0.539980281924517	0.122977496488591	-0.487056560674221	0.128022765753409	-4.39088692925713	1.12889236571566e-05	0.000304684367069499	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS07460	ROD_14951	NA	NA	YdeI family stress tolerance OB fold protein	putative exported protein	60.503644351962	-1.80702909164958	0.374369393368542	-1.63481030807368	0.397899340285749	-4.82686117951603	1.38701732013027e-06	0.000339860017478227	0.135465800694204	protein_coding	NA
NC_013716.1	ROD_RS07685	ROD_15421	glgX	NA	glycogen debranching protein GlgX	putative glycogen debranching protein	276.308609046581	-0.739128431783046	0.171205787169278	-0.657162712519594	0.180900102463206	-4.31719303420649	1.58025951016389e-05	0.000388906743039953	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS14800	ROD_30081	escU	NA	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	T3SS structural protein EscU	685.571440073727	0.506314273540083	0.11731886256619	0.456395967830071	0.122005597285016	4.315710726009	1.59090203524776e-05	0.000388906743039953	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS09795	ROD_19771	fliA	NA	RNA polymerase sigma factor FliA	flagellar-specific Sigma F (Sigma 28) factor	46.9271267572034	1.81602561213741	0.402389515576225	1.61576358664632	0.428467674159108	4.51310370136469	6.38857650311492e-06	0.000414171755555128	0.501623376623377	protein_coding	NA
NC_013716.1	ROD_RS02100	ROD_04151	ehaB	NA	autotransporter adhesin EhaB	putative outer membrane autotransporter	2113.66119490815	-0.353142706613599	0.0830123338584458	-0.321596288134607	0.0848016061065608	-4.25409924284004	2.09892202480639e-05	0.00041455717013445	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS12810	ROD_25901	NA	NA	phage tail sheath subtilisin-like domain-containing protein	putative phage tail sheath protein	1038.20181986343	0.435060881332717	0.102393406575048	0.392782886307437	0.105795579888795	4.24891500229405	2.14808398644028e-05	0.000421438680134169	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS09630	ROD_19451	flhD	NA	flagellar transcriptional regulator FlhD	transcriptional activator FlhD	506.981063178773	0.580788414866325	0.136695411891862	0.518735476111638	0.143359345176369	4.24877767898881	2.14940100336214e-05	0.00055377173421504	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS19680	ROD_39741	ilvC	NA	ketol-acid reductoisomerase	ketol-acid reductoisomerase	25448.8245520103	0.417448830265417	0.098358473074582	0.374600310520064	0.101777953226707	4.244157287282	2.19416417351594e-05	0.00055377173421504	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS26920	ROD_45831	NA	NA	ankyrin repeat domain-containing protein	hypothetical protein	155.178402772306	-0.913363471850581	0.217158638804399	-0.802413236989615	0.231691896424066	-4.20597346197806	2.59960739098448e-05	0.000660353463463369	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS15475	ROD_31391	stpA	NA	DNA-binding protein StpA	DNA-binding protein	1469.22898372883	-0.424824177269917	0.10127730114287	-0.382752795465462	0.104704672906647	-4.19466329054945	2.73277226728433e-05	0.0007004322105056	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS23635	ROD_47881	NA	NA	phage holin family protein	putative membrane protein	284.213052425136	-0.677181661198058	0.165140164559114	-0.594187835770328	0.175063108564769	-4.10064785272546	4.11995104850905e-05	0.00102929411169152	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS06965	ROD_13971	NA	NA	mechanosensitive ion channel family protein	putative membrane protein	112.167283440043	-1.09219103821889	0.252302733700114	-0.965322536348814	0.268860348303465	-4.32889101993269	1.4986206439963e-05	0.00134521940583401	0.339357429718875	protein_coding	NA
NC_013716.1	ROD_RS06745	ROD_13521	ppsR	NA	posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR	conserved hypothetical protein	597.020751972115	-0.511411079452422	0.127879593109693	-0.451215428552749	0.134134767275734	-3.99916098429984	6.35674322206178e-05	0.00153879520132954	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS20940	ROD_42501	NA	NA	HTH-type transcriptional regulator	putative transcriptional regulator	62.2710790475066	-1.4646284042218	0.348358630177549	-1.27796066364042	0.376183433897452	-4.2043695127499	2.61810924857426e-05	0.00154112638137013	0.501623376623377	protein_coding	NA
NC_013716.1	ROD_RS26500	ROD_30121	NA	NA	hypothetical protein	T3SS component	1260.88319697795	0.38436482093939	0.0977998412918407	0.342997037723302	0.100860831196359	3.93011702127841	8.49045294637471e-05	0.00154112638137013	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS08945	ROD_18071	dauA	NA	C4-dicarboxylic acid transporter DauA	putative sulphate transporter	1319.53155239245	0.417937513031355	0.106041594668883	0.371118400323127	0.110058229520634	3.94126016622416	8.10546530686651e-05	0.00177604298935261	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS26455	ROD_29681	espG	NA	secretion protein EspG	T3SS effector protein EspG	4165.35708208017	0.3236250198472	0.0828673472501114	0.29168175625086	0.0846000671188801	3.9053382373932	9.40936834595833e-05	0.00225881973190211	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS06560	ROD_13141	spy	NA	ATP-independent periplasmic protein-refolding chaperone Spy	spheroplast protein Y	537.501781260468	-0.557586120394832	0.144655544228029	-0.482661461580075	0.153658937879263	-3.85457829058992	0.000115929282158485	0.00249457201558804	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS12820	ROD_25921	NA	NA	hypothetical protein	hypothetical prophage protein	340.668105447273	0.626975901654223	0.162639040246894	0.5410618106813	0.173720297221227	3.85501476584246	0.000115722644342853	0.00249457201558804	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS12835	ROD_25951	NA	NA	major capsid protein	putative phage capsid protein	1303.411291879	0.401762276143836	0.103653734129949	0.356053034511596	0.107384414005353	3.87600388462756	0.000106185989221016	0.00250358869910318	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS23640	ROD_47891	NA	NA	YqjD family protein	putative membrane protein	205.964224317768	-0.729921489254399	0.190490171575961	-0.624737826114096	0.205047974891263	-3.83180656101898	0.000127205740805656	0.00270482628024285	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS04815	NA	NA	NA	Ig-like domain-containing protein	NA	478.826905689552	0.572418316444832	0.148941978213712	0.49592738244245	0.15845750638864	3.84323025187358	0.00012142544911163	0.0027760093518885	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS23715	ROD_48051	ygjG	NA	putrescine aminotransferase	putrescine aminotransferase	798.379790688022	-0.420365017165632	0.109980537432314	-0.369775678255935	0.114310386351415	-3.82217642302703	0.000132278994013856	0.00296756353561047	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS10190	ROD_20571	hns	NA	H-NS histone family protein	DNA-binding protein H-NS	407.792244114634	0.546287418017766	0.142842165274805	0.473321908167465	0.151194132313833	3.82441288933696	0.000131084081669869	0.00297025365988969	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS24615	ROD_50081	NA	NA	hypothetical protein	putative DNA binding protein	880.827503725339	-0.429454324371906	0.112511221958634	-0.376898360554158	0.117236162934774	-3.81699102450241	0.000135089082406469	0.00307521900856657	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS08040	ROD_16151	NA	NA	LysR substrate-binding domain-containing protein	LysR-family transcriptional regulator	260.43577662322	-0.644223078144104	0.17070751512696	-0.550612899366863	0.182987659209231	-3.7738413429835	0.000160753014938445	0.00330096142152555	1.33935742971888	protein_coding	NA
NC_013718.1	ROD_RS25480	ROD_p2481	triC	NA	VirB4 family type IV secretion/conjugal transfer ATPase	putative conjugal transfer protein TriC	714.518052061894	0.454789658974293	0.121435219699016	0.395558013294708	0.127325256372392	3.74512155618044	0.000180306453922848	0.00361974195673007	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS14470	ROD_29251	NA	NA	EAL domain-containing protein	hypothetical protein	204.294514832171	-0.715974580406818	0.190452474312602	-0.608845894679573	0.205580687955794	-3.75933462135884	0.000170365849541497	0.00363090838611687	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS14805	ROD_30091	escT	sctT	type III secretion system export apparatus subunit SctT	T3SS structural protein EscT	807.11183702751	0.415209972103085	0.110737299127777	0.363396982927577	0.115198938517196	3.74950423546077	0.00017718450444266	0.00375536726560759	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS08660	ROD_17481	NA	NA	manganese catalase family protein	putative catalase	214.363234358045	-0.767977665164102	0.206259028842452	-0.646745214960908	0.225218290858456	-3.72336507872686	0.000196584936669949	0.00388148774647716	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS02595	ROD_05151	hha	NA	hemolysin expression modulator Hha	haemolysin expression regulatory protein	917.102011792456	-0.392637053776956	0.106127822718938	-0.343741450207228	0.110037585936105	-3.69966182022588	0.000215886950963047	0.00467283396510059	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS21000	ROD_42621	eptb	eptB	kdo(2)-lipid A phosphoethanolamine 7''-transferase	phosphoethanolamine transferase	1194.81163559069	0.37219214491	0.103192723012129	0.324885963053026	0.106813842115938	3.60676735767748	0.000310035393707452	0.00495870014949847	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS12840	ROD_25961	NA	NA	head decoration protein	hypothetical prophage protein	511.196912561665	0.490973456760303	0.136350083474142	0.419359579326728	0.144474422870969	3.60082989500636	0.000317203067366608	0.00662803147111574	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS05720	ROD_11401	flgB	NA	flagellar basal body rod protein FlgB	flagellar basal-body rod protein FlgB	15.3969047305865	3.1410685553738	0.822319078173604	2.60859476853295	0.924457134933813	3.81976855304173	0.000133576954749255	0.00681310851841181	0.504615384615385	protein_coding	NA
NC_013716.1	ROD_RS05145	ROD_10081	zapC	NA	cell division protein ZapC	conserved hypothetical protein	1314.37651886911	-0.335371760251404	0.0937295595519792	-0.294173748532436	0.0961639520546329	-3.57807890973197	0.00034612896228901	0.00707982115259373	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS12795	ROD_25861	NA	NA	lytic transglycosylase domain-containing protein	hypothetical prophage protein	745.550226020434	0.395068075362678	0.113845229413477	0.338372899869909	0.118706620165558	3.47022073211186	0.000520030810778416	0.00801253801282383	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS21670	ROD_43951	glgC	NA	glucose-1-phosphate adenylyltransferase	glucose-1-phosphate adenylyltransferase	745.462760402842	-0.397635475792465	0.11454421033924	-0.340694438154092	0.119535304149082	-3.47145852780168	0.000517639281823964	0.00801253801282383	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS17465	ROD_35451	hyb0	hybO	hydrogenase 2 small subunit	hydrogenase-2 small chain	456.170596845377	0.525876291576277	0.148848184562845	0.442744598875868	0.159369271629364	3.5329708126487	0.000410917835073381	0.00827480579882158	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS05095	ROD_09981	ompF	NA	porin OmpF	outer membrane protein F	1660.51414027861	-0.324430998206387	0.0919864146114316	-0.284744348515168	0.094234342630974	-3.52694470783372	0.000420384542923599	0.00832490783476296	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS24580	ROD_50011	NA	NA	NERD domain-containing protein/DEAD/DEAH box helicase	putative DNA helicase	1210.34483855451	-0.354386804500279	0.101026829676791	-0.307954330085406	0.104309004777546	-3.50784841644589	0.000451746373621828	0.00832490783476296	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS12975	ROD_26241	NA	NA	DUF2303 family protein	hypothetical prophage protein	700.779526507586	0.408098291484762	0.118321636295546	0.347877459272386	0.123844525896199	3.44905888949512	0.000562544004248681	0.00844646182476352	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS24620	ROD_50091	NA	NA	TatD family hydrolase	putative deoxyribonuclease	304.059261400088	-0.577004271113691	0.164196499756438	-0.481016605031594	0.177174533636739	-3.5141082298928	0.000441232996993466	0.00861279187389443	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS10015	ROD_20211	fliI	NA	flagellum-specific ATP synthase FliI	flagellum-specific ATP synthase	63.7622796475231	1.28958103150125	0.344304498522689	1.07590985065976	0.382911821218001	3.74546669310005	0.000180058735884378	0.00867369968399672	0.504615384615385	protein_coding	NA
NC_013716.1	ROD_RS24610	ROD_50071	NA	NA	hypothetical protein	conserved hypothetical protein	325.580435711508	-0.540686949331494	0.155175344064918	-0.452032067457581	0.166564706017054	-3.48436120821678	0.000493313240370888	0.00890818168579579	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS12915	ROD_26111	dam	NA	site-specific DNA-methyltransferase	putative prophage DNA adenine methylase	376.282281785008	0.55289963045988	0.158339927419802	0.460904068230109	0.170602279889041	3.4918522413743	0.000479683523125654	0.00927510577920717	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS02725	ROD_05411	copA	NA	copper-exporting P-type ATPase CopA	copper-transporting P-type ATPase	975.262717851162	-0.401739937834999	0.114976539664088	-0.343900230526189	0.120158375423859	-3.49410357111731	0.000475656449343389	0.00932710932392234	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS20860	ROD_42351	NA	NA	helix-turn-helix domain-containing protein	putative membrane protein	155.28659447737	2.41581518298942	0.697485138274792	1.8208110550629	0.909830778157373	3.46360811208804	0.00053298236950827	0.00938896117871875	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS15460	ROD_31361	NA	NA	DUF883 domain-containing protein	putative membrane protein	595.957164220019	-0.421902014153987	0.121606877725335	-0.35930987365582	0.127564186067785	-3.46939270249917	0.000521636380327473	0.00991713082230153	1.23493423677185	protein_coding	NA
